workspace,dag_id,slot_id,state_id,candidate,has_green_when,coverage_status,exclusion_reason,inbound_verbs,source_file
kyc,kyc_dag,doc_request,VERIFIED,true,false,missing,,evidence.mark-verified,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,doc_request,WAIVED,false,false,excluded,discretionary_destination,evidence.mark-waived,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,approved,true,false,missing,,entity-workstream.close,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,empty,true,false,missing,,backend: entity lookup / GLEIF import,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,evidence_collected,true,false,missing,,evidence.attach-document,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,filled,true,false,missing,,skeleton.build,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,placeholder,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,screening_complete,true,false,missing,,screening-ops.full,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,verified,true,false,missing,,evidence.mark-verified,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_kyc,workstream_open,true,false,missing,,entity-workstream.add,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,ASSESS,true,false,missing,,backend: screenings cleared,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,BLOCKED,true,false,missing,,entity-workstream.update-status,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,COLLECT,true,false,missing,,entity-workstream.add,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,COMPLETE,true,false,missing,,entity-workstream.close,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,ENHANCED_DD,false,false,excluded,discretionary_destination,red-flag.escalate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,PENDING,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,PROHIBITED,true,false,missing,,kyc-case.reject (cascading),rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,REFERRED,false,false,excluded,discretionary_destination,kyc-case.escalate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,SCREEN,true,false,missing,,screening-ops.full,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,entity_workstream,VERIFY,true,false,missing,,evidence.mark-verified,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,APPROVED,false,true,excluded,discretionary_destination,kyc-case.approve,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,ASSESSMENT,true,false,missing,,kyc-case.update-status,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,BLOCKED,false,false,excluded,discretionary_destination,kyc-case.escalate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,DISCOVERY,true,false,missing,,kyc-case.reopen (for periodic review)|kyc-case.update-status,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,DO_NOT_ONBOARD,true,false,missing,,kyc-case.reject (with do-not-onboard flag),rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,EXPIRED,false,false,excluded,source_only_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,INTAKE,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,REFER_TO_REGULATOR,false,false,excluded,discretionary_destination,kyc-case.escalate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,REJECTED,false,false,excluded,discretionary_destination,kyc-case.reject,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,REVIEW,true,false,missing,,kyc-case.update-status,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_case,WITHDRAWN,false,false,excluded,discretionary_destination,kyc-case.close,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_decision,CLEARED,false,true,excluded,discretionary_destination,kyc-case.approve,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_decision,CONDITIONAL,false,false,excluded,discretionary_destination,kyc-case.approve-with-conditions,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_decision,PENDING_REVIEW,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_decision,REJECTED,false,false,excluded,discretionary_destination,kyc-case.reject,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_service_agreement,ACTIVE,true,false,missing,,kyc-agreement.update (status=ACTIVE),rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_service_agreement,DRAFT,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_service_agreement,SUSPENDED,true,false,missing,,kyc-agreement.update (status=SUSPENDED),rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_service_agreement,TERMINATED,true,false,missing,,kyc-agreement.delete,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,EXPIRED,true,false,missing,,time-decay,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,RECEIVED,true,false,missing,,doc-request.verify,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,REJECTED,false,false,excluded,discretionary_destination,evidence.mark-rejected,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,REQUESTED,true,false,missing,,doc-request.send,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,REQUIRED,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,VERIFIED,true,false,missing,,evidence.mark-verified,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_evidence,WAIVED,false,false,excluded,discretionary_destination,evidence.mark-waived,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,APPROVED,true,true,covered,,ubo-registry.advance,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,CANDIDATE,false,false,excluded,entry_state,periodic review: ubo-registry.expire then re-enter as candidate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,EXPIRED,true,false,missing,,time-decay,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,IDENTIFIED,true,true,covered,,ubo-registry.promote,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,PROVABLE,true,true,covered,,ubo-registry.advance,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,PROVED,true,true,covered,,ubo-registry.advance,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,REJECTED,true,false,missing,,ubo-registry.reject,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,REVIEWED,true,false,missing,,compliance review,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,kyc_ubo_registry,WAIVED,true,false,missing,,compliance waiver,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,CLOSED,true,false,missing,,request.close,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,DRAFT,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,EXPIRED,true,false,missing,,cutoff passed,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,PENDING,true,false,missing,,request.create,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,REMINDED,true,false,missing,,request.remind,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,RESPONDED,true,false,missing,,request.record-response,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,outreach_request,SENT,true,false,missing,,request.send,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,BLOCKING,true,false,missing,,red-flag.update-rating,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,CLOSED,true,false,missing,,case progression,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,MITIGATED,false,false,excluded,discretionary_destination,red-flag.close,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,OPEN,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,UNDER_REVIEW,false,false,excluded,discretionary_destination,red-flag.escalate,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,red_flag,WAIVED,false,false,excluded,discretionary_destination,red-flag.waive,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,CLEAR,true,false,missing,,backend: no hits,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,ERROR,true,false,missing,,backend: provider error,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,EXPIRED,true,false,missing,,time-decay trigger,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,HIT_CONFIRMED,true,false,missing,,screening.confirm,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,HIT_DISMISSED,true,false,missing,,screening.dismiss,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,HIT_PENDING_REVIEW,true,false,missing,,screening.record-hit,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,PENDING,false,false,excluded,entry_state,screening-ops.refresh|screening-ops.retry,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,screening,RUNNING,true,false,missing,,screening-ops.start,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,ubo_evidence,EXPIRED,true,false,missing,,time-decay,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,ubo_evidence,PENDING,false,false,excluded,entry_state,evidence.require,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,ubo_evidence,REJECTED,false,false,excluded,discretionary_destination,evidence.mark-rejected,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
kyc,kyc_dag,ubo_evidence,VERIFIED,true,false,missing,,evidence.mark-verified,rust/config/sem_os_seeds/dag_taxonomies/kyc_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,ACTIVE,true,false,missing,,application-instance.activate|application-instance.bring-online|application-instance.exit-maintenance|backend: health-check signal,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,DECOMMISSIONED,false,false,excluded,discretionary_destination,application-instance.decommission,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,DEGRADED,true,false,missing,,backend: health-check signal,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,MAINTENANCE_WINDOW,true,false,missing,,application-instance.enter-maintenance,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,OFFLINE,true,false,missing,,application-instance.take-offline,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,application_instance,PROVISIONED,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,capability_binding,DEPRECATED,true,false,missing,,capability-binding.deprecate,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,capability_binding,DRAFT,false,false,excluded,entry_state,capability-binding.abort-pilot,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,capability_binding,LIVE,true,false,missing,,capability-binding.promote-live,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,capability_binding,PILOT,true,false,missing,,capability-binding.start-pilot,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
lifecycle_resources,lifecycle_resources_dag,capability_binding,RETIRED,false,false,excluded,discretionary_destination,capability-binding.retire,rust/config/sem_os_seeds/dag_taxonomies/lifecycle_resources_dag.yaml
product_maintenance,product_service_taxonomy_dag,service,active,true,false,missing,,backend: changeset.publish includes this service,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service,deprecated,false,false,excluded,discretionary_destination,service.deprecate,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service,draft,true,false,missing,,service.define|service.propose-revision,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service,retired,false,false,excluded,discretionary_destination,service.retire,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service,ungoverned,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service_version,drafted,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service_version,published,false,false,excluded,discretionary_destination,service-version.publish,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service_version,retired,false,false,excluded,discretionary_destination,service-version.retire,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service_version,reviewed,false,false,excluded,discretionary_destination,service-version.submit-for-review,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
product_maintenance,product_service_taxonomy_dag,service_version,superseded,true,false,missing,,backend: new published version of same service,rust/config/sem_os_seeds/dag_taxonomies/product_service_taxonomy_dag.yaml
semos_maintenance,semos_maintenance_dag,attribute_def,active,true,false,missing,,backend: changeset.publish includes this attribute,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,attribute_def,deprecated,true,false,missing,,attribute.deprecate,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,attribute_def,draft,true,false,missing,,attribute.define|attribute.propose-revision,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,attribute_def,retired,true,false,missing,,attribute.retire,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,attribute_def,ungoverned,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,approved,true,true,covered,,changeset.approve,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,composing,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,published,true,false,missing,,changeset.publish,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,rejected,true,false,missing,,changeset.reject,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,reviewing,true,false,missing,,changeset.enter-review,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,changeset,submitted,true,false,missing,,changeset.submit,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,derivation_spec,active,true,false,missing,,derivation.activate|derivation.recompute-stale,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,derivation_spec,draft,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,derivation_spec,stale,true,false,missing,,backend: upstream attribute version bump,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,collision_checked,true,false,missing,,phrase.check-collision,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,deferred,true,false,missing,,phrase.defer,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,proposed,false,false,excluded,entry_state,phrase.propose|phrase.reactivate,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,published,true,false,missing,,phrase.approve-proposal,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,quality_checked,true,false,missing,,phrase.check-quality,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,refined,true,false,missing,,phrase.request-refinement,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,rejected,true,false,missing,,phrase.reject-proposal,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,phrase_authoring,reviewed,true,false,missing,,phrase.submit-for-review,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,service_resource_def,complete,true,false,missing,,service-resource.mark-complete,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,service_resource_def,gaps_found,true,false,missing,,service-resource.check-attribute-gaps,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,service_resource_def,synced,true,false,missing,,service-resource.sync-definitions,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
semos_maintenance,semos_maintenance_dag,service_resource_def,unsynced,false,false,excluded,entry_state,,rust/config/sem_os_seeds/dag_taxonomies/semos_maintenance_dag.yaml
