path,verb_fqn,flavour,role_guard_any_of,audit_class,crud_operation,metadata_side_effects,three_axis_baseline
rust/config/verbs/trading-profile.yaml,trading-profile.diff,attribute_mutating,,,,facts_only,benign
rust/config/verbs/trading-profile.yaml,trading-profile.create-draft,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.clone-to,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.create-new-version,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.add-component,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.remove-component,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.set-base-currency,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.link-csa-ssi,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.update-im-scope,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.validate-go-live-ready,discretionary,"compliance_officer,senior_compliance,mlro",trading_profile_validate_go_live_ready,,state_write,benign
rust/config/verbs/trading-profile.yaml,trading-profile.validate-universe-coverage,attribute_mutating,,,,facts_only,benign
rust/config/verbs/trading-profile.yaml,trading-profile.submit,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.approve,discretionary,"compliance_officer,senior_compliance,mlro",trading_profile_approve,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.reject,discretionary,"compliance_officer,senior_compliance,mlro",trading_profile_reject,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.archive,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.ca.enable-event-types,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.disable-event-types,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.set-notification-policy,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.set-election-policy,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.set-default-option,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.remove-default-option,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.ca.add-cutoff-rule,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.remove-cutoff-rule,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.ca.link-proceeds-ssi,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.ca.remove-proceeds-ssi,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.ca.get-policy,attribute_mutating,,,,facts_only,benign
rust/config/verbs/trading-profile.yaml,trading-profile.enter-parallel-run,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.go-live,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_go_live,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.abort-parallel-run,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.suspend,discretionary,"compliance_officer,senior_compliance,mlro",trading_profile_suspend,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.reactivate,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_reactivate,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.supersede,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_supersede,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.retire-template,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_retire_template,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.add-instrument-class,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.remove-instrument-class,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.add-market,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.remove-market,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.add-counterparty-type,instance_adding,,,,state_write,reviewable
rust/config/verbs/trading-profile.yaml,trading-profile.publish-template-version,discretionary,"compliance_officer,senior_compliance,mlro",trading_profile_publish_template_version,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.list-components,attribute_mutating,,,,none,benign
rust/config/verbs/trading-profile.yaml,trading-profile.prune-asset-family,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_prune_asset_family,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.prune-market,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_prune_market,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.prune-instrument-class,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_prune_instrument_class,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.prune-counterparty,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_prune_counterparty,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.prune-counterparty-type,discretionary,"compliance_admin,senior_compliance,mlro",trading_profile_prune_counterparty_type,,state_write,requires_explicit_authorisation
rust/config/verbs/trading-profile.yaml,trading-profile.prune-impact,attribute_mutating,,,,none,benign
rust/config/verbs/trading-profile.yaml,trading-profile.sync-from-template,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.restrict,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/trading-profile.yaml,trading-profile.lift-restriction,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.add-ownership,instance_adding,,,insert,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.snapshot.capture,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.snapshot.diff,attribute_mutating,,,,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.update-ownership,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.add-trust-role,instance_adding,,,upsert,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.end-relationship,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/ubo.yaml,ubo.delete-relationship,attribute_mutating,,,delete,state_write,requires_confirmation
rust/config/verbs/ubo.yaml,ubo.list-owners,attribute_mutating,,,,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.list-owned,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.list-ubos,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.list-owners-of,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.trace-chains,attribute_mutating,,,,facts_only,benign
rust/config/verbs/ubo.yaml,ubo.compute-chains,attribute_mutating,,,,state_write,benign
rust/config/verbs/ubo.yaml,ubo.mark-deceased,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/ubo.yaml,ubo.convergence-supersede,attribute_mutating,,,,state_write,requires_confirmation
rust/config/verbs/ubo.yaml,ubo.transfer-control,discretionary,"compliance_admin,senior_compliance,mlro",ubo_transfer_control,,state_write,requires_explicit_authorisation
rust/config/verbs/ubo.yaml,ubo.waive-verification,discretionary,"compliance_admin,senior_compliance,mlro",ubo_waive_verification,,state_write,requires_confirmation
rust/config/verbs/ubo.yaml,ubo.mark-terminus,attribute_mutating,,,upsert,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.detect-patterns,attribute_mutating,,,,state_write,benign
rust/config/verbs/verification/verify.yaml,verify.detect-evasion,attribute_mutating,,,,state_write,benign
rust/config/verbs/verification/verify.yaml,verify.challenge,instance_adding,,,insert,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.respond-to-challenge,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.resolve-challenge,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.list-challenges,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/verification/verify.yaml,verify.escalate,discretionary,"compliance_officer,senior_compliance,mlro",verify_escalate,insert,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.resolve-escalation,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.list-escalations,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/verification/verify.yaml,verify.calculate-confidence,attribute_mutating,,,,state_write,benign
rust/config/verbs/verification/verify.yaml,verify.get-status,attribute_mutating,,,,facts_only,benign
rust/config/verbs/verification/verify.yaml,verify.verify-against-registry,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.assert,attribute_mutating,,,,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.record-pattern,instance_adding,,,insert,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.resolve-pattern,attribute_mutating,,,update,state_write,reviewable
rust/config/verbs/verification/verify.yaml,verify.list-patterns,attribute_mutating,,,list_by_fk,facts_only,benign
rust/config/verbs/view.yaml,view.universe,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.book,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.cbu,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.entity-forest,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.refine,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.clear-refinements,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.set-selection,attribute_mutating,,,,state_write,benign
rust/config/verbs/view.yaml,view.set-layout,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.zoom-in,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.zoom-out,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.navigate-back-to,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.read-breadcrumbs,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.read-status,attribute_mutating,,,,facts_only,benign
rust/config/verbs/view.yaml,view.read-selection-info,attribute_mutating,,,,facts_only,benign
